timestamp_robot,time_elapsed_sec,event_label,current_event_type,bow_direction,current_string,remaining_duration_sec,TCP_pose_x,TCP_pose_y,TCP_pose_z,TCP_pose_rx,TCP_pose_ry,TCP_pose_rz,q_base,q_shoulder,q_elbow,q_wrist1,q_wrist2,q_wrist3,qd_base,qd_shoulder,qd_elbow,qd_wrist1,qd_wrist2,qd_wrist3
3902.946000,0.992000,END g_bow,None,0,,0.000000,0.281631,0.650390,0.090814,-1.821262,-2.002958,0.616174,-2.281926,-0.530760,1.380798,-1.967821,-1.199511,-2.459042,0.068014,0.272136,-0.675092,0.704970,-0.249405,-0.086642
3902.954000,1.000000,END g_bow,None,0,,0.000000,0.282125,0.651598,0.090666,-1.820807,-2.005005,0.619664,-2.281350,-0.528611,1.375251,-1.962169,-1.201473,-2.459720,0.071210,0.276035,-0.686097,0.714974,-0.255590,-0.090644
3902.962000,1.008000,END g_bow,None,0,,0.000000,0.282632,0.652777,0.090460,-1.820332,-2.007063,0.623428,-2.280818,-0.526397,1.369721,-1.956390,-1.203519,-2.460473,0.070270,0.276384,-0.698155,0.725025,-0.257766,-0.089946
3902.970000,1.016000,END g_bow,None,0,,0.000000,0.283132,0.653979,0.090247,-1.819894,-2.009204,0.627251,-2.280264,-0.524140,1.364096,-1.950546,-1.205660,-2.461198,0.073607,0.276477,-0.711207,0.738254,-0.266544,-0.091335
3902.978000,1.024000,END g_bow,None,0,,0.000000,0.283619,0.655184,0.090032,-1.819429,-2.011267,0.631317,-2.279692,-0.521888,1.358471,-1.944523,-1.207776,-2.461916,0.071543,0.280976,-0.718639,0.750056,-0.267518,-0.093330
3902.986000,1.032000,END g_bow,None,0,,0.000000,0.284136,0.656412,0.089818,-1.818929,-2.013395,0.635365,-2.279133,-0.519559,1.352666,-1.938408,-1.209935,-2.462677,0.074063,0.287676,-0.728341,0.764279,-0.271055,-0.094559
3902.994000,1.040000,END g_bow,None,0,,0.000000,0.284642,0.657684,0.089613,-1.818404,-2.015695,0.639375,-2.278525,-0.517171,1.346681,-1.932232,-1.212195,-2.463447,0.076069,0.295110,-0.739477,0.772294,-0.275990,-0.096555
3903.002000,1.048000,END g_bow,None,0,,0.000000,0.285155,0.658949,0.089437,-1.817846,-2.017923,0.643369,-2.277930,-0.514817,1.340701,-1.926025,-1.214387,-2.464221,0.075440,0.295264,-0.750529,0.784741,-0.278004,-0.096102
3903.010000,1.056000,END g_bow,None,0,,0.000000,0.285647,0.660229,0.089267,-1.817264,-2.020271,0.647406,-2.277300,-0.512454,1.334663,-1.919760,-1.216664,-2.465006,0.079135,0.299851,-0.762018,0.796799,-0.282339,-0.099492
3903.018000,1.064000,END g_bow,None,0,,0.000000,0.286178,0.661517,0.089131,-1.816684,-2.022539,0.651612,-2.276707,-0.510104,1.328523,-1.913250,-1.218939,-2.465807,0.076939,0.303623,-0.775981,0.808549,-0.286409,-0.101148
3903.026000,1.072000,END g_bow,None,0,,0.000000,0.286686,0.662831,0.088995,-1.816078,-2.024901,0.655808,-2.276069,-0.507713,1.322289,-1.906718,-1.221260,-2.466597,0.081245,0.307663,-0.783468,0.819418,-0.291308,-0.104229
